generator,number,operator,zone,max_quantity,min_quantity
UP_MALLERO_1,826,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],17.95,198
UPV_EXTYOEGNRNTT,827,['GREEN NETWORK SPA'],['NORD'],4.5,0.02
UP_LICODIA_1,828,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SICI'],53.19,1
UP_FRRRFCMRT2_1,829,['EDISON SPA'],['NORD'],23324,1
UPV_SWGDOEERPNRO,830,['EUROPE ENERGY S.P.A.'],['SVIZ'],150,1
UP_PNTVENTOUX_2,831,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],288,30
UP_CNTRLSCLMB_5,832,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],36.6,0.2
UP_FRANZI_1,833,['NEXT KRAFTWERKE GMBH'],['SUD'],57.5,0.1
UP_CHAMPAGNE_4,834,['Bilateralista'],['NORD'],32,2.2
UP_BRLTTA10MW_1,835,"['TRAILSTONE GMBH', 'ENEL PRODUZIONE S.P.A.']",['SUD'],20027,1
UP_MESE_1,836,"['A2A SPA', 'Bilateralista']",['NORD'],230,8
UP_FORENZA_1,837,['ERG POWER GENERATION S.P.A.'],['SUD'],94728,6
UP_MMZTSLRPRK_1,838,['EDISON SPA'],['NORD'],111869,1
UP_DI0012_SUD_C,839,"['ALPERIA ENERGY SRL', 'Bilateralista']",['SUD'],5076,1
UP_STTNNRGSRL_1,840,['OTTANA ENERGIA SPA'],['SARD'],120001,5
UP_FONTANA_B_1,841,['ENEL PRODUZIONE S.P.A.'],['NORD'],36306,0
UP_PRATI_ME_1,842,"['EDISON SPA', 'Bilateralista', 'ALPERIA ENERGY SRL']",['NORD'],33,1
UP_FNZCNVRTTE_1,843,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['NORD'],44644,96
UP_PSTICCIOLA_1,844,['ENEL PRODUZIONE S.P.A.'],['SUD'],22991,3
UP_DI2529_CNOR_G,845,['Bilateralista'],['CNOR'],235,1
UP_DI2061_SICI_C,846,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],436379,602
UP_FNVLFRTORE_1,847,['DANSKE COMMODITIES A.S'],['CSUD'],120,0.02
UPV_HELMOEELCTBR,848,['ENGIE ITALIA SPA'],['GREC'],120,1
UP_IVPC_FOIA_1,849,['DANSKE COMMODITIES A.S'],['CSUD'],373.83,74
UP_FNLMLBMSSA_1,850,['ENEL PRODUZIONE S.P.A.'],['NORD'],34.5,2
UP_FRLTNUOVO2_1,851,['DXT COMMODITIES SA'],['SUD'],36,15
UP_CNTRDCORVO_1,852,['ENEL PRODUZIONE S.P.A.'],['SICI'],63114,98
UP_FLUMENDOS_6,853,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],65783,4914
UP_FNESTRELLE_1,854,"['AXPO ITALIA SPA', 'Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],42713,0.1
UP_UPWTE2_1,855,"['ENECO SRL', 'EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],14823,1
UP_DI1079_SUD_B,856,['FENICE S.P.A.'],['SUD'],6611,102
UP_LTTIGHEDDU_1,857,['ENEL PRODUZIONE S.P.A.'],['SARD'],130358,4
UP_FLUMENDOS_4,858,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],33519,0
UP_FLORINAS_1,859,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SARD'],83.83,0.01
UP_DI0062_SARD_C,860,['AXPO ITALIA SPA'],['SARD'],2208,3
UP_FRANCIOSA1_1,861,"['BKW ENERGIE AG', 'Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SUD'],21102,1
UP_NUOVA_MOL_1,862,['ENEL PRODUZIONE S.P.A.'],['CNOR'],24,5.4
UP_DI2619_CNOR_C,863,['NEXT KRAFTWERKE GMBH'],['CNOR'],25719,0.1
UP_FERRANTI_1,864,['ENEL PRODUZIONE S.P.A.'],['SUD'],97478,18
UP_FEDIO_1,865,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],20,2999
UP_SNGVNNWNDF_1,866,"['ERG POWER GENERATION S.P.A.', 'EDP RENEWABLES ITALIA HOLDING SRL']",['SUD'],72613,17
UP_IVPC4_VID_1,867,['ERG POWER GENERATION S.P.A.'],['SARD'],91481,3
UP_DI2182_CSUD_G,868,['ENOI S.P.A.'],['CSUD'],30282,1
UP_DI1999_CNOR_C,869,['DUFERCO ENERGIA S.p.A.'],['CNOR'],1485,1
UP_FARINELLO_1,870,['ENEL PRODUZIONE S.P.A.'],['CNOR'],109,46.2
UP_FARFA_II_1,871,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],4,42
UP_SPINA_2,872,"['BKW ENERGIE AG', 'Bilateralista']",['SUD'],18,2
UP_DI2590_NORD_C,873,['NOVA AEG S.P.A.'],['NORD'],14419,1506
UP_NBRDIOVEST_1,874,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],147.78,4
UP_GUGLIANOFV_5,875,['EDISON SPA'],['CSUD'],43708,1
UP_DI2046_SUD_C,876,['SHELL ENERGY EUROPE LIMITED'],['SUD'],52.78,1
UP_MONTORIO_1,877,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],491533,0
UP_ETQCHIOTAS_1,878,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],6261251,1063251
UP_TRIANO_1,879,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],53204,3396
UP_PREM-GROSIO_1,880,"['Bilateralista', 'A2A SPA']",['NORD'],3766,0.01
UP_DI2603_SUD_C,881,"['A2A SPA', 'Bilateralista']",['SUD'],41.8,2
UP_HYDRLCTRQC_1,882,"['Bilateralista', 'C.V.A. TRADING S.R.L. A S.U.']",['NORD'],43.12,0.5
UPV_SWGMOEES-TGO,883,['UNIPER GLOBAL COMMODITIES SE'],['SVIZ'],375,1
UP_DI0062_NORD_C,884,['AXPO ITALIA SPA'],['NORD'],73468,7
UPV_HELD121701R,885,['MYTILINEOS GROUP OF COMPANIES SOCIETE ANONYME'],['GREC'],343,1
UP_DTTCORLANO_1,886,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],38.57,1
UP_SRGNPGLCNT_1,887,"['Bilateralista', 'SORGENIA S.P.A.']",['BRNN'],3933,205
UP_DSTRCGNRZN_1,888,['AXPO ITALIA SPA'],['NORD'],142.47,1.04
UPV_SWGDOEAETRTO,889,"['ALPIQ SA', 'ALPIQ AG']",['SVIZ'],1520,1
UP_NVCQSPRZZA_1,890,['ENEL PRODUZIONE S.P.A.'],['SUD'],65414,16
UP_GRTTLE18MW_1,891,['TRAILSTONE GMBH'],['SUD'],234,0.01
UP_VERDI13030_1,892,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],17.96,1
UP_DRONERO_C_1,893,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],22199,8916
UP_DI2382_SUD_C,894,['Bilateralista'],['SUD'],1923,4
UP_DLCTTRRTTA_1,895,"['EDISON SPA', 'DOLOMITI ENERGIA TRADING SPA']",['SUD'],24,1
UP_DLCTOLICO2_1,896,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],83844,1
UP_AVENTINO1_1,897,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],16,1
UP_DI8888_SUD_Z,898,['GSE SPA'],['SUD'],43.19,1
UP_NAZZANO_1,899,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],26302,1
UP_BRTHNRGNMV_4,900,"['EGO TRADE SRL', 'SHELL ENERGY EUROPE LIMITED']",['SUD'],190828086,3
UP_EOS4FAETO_1,901,['ERG POWER GENERATION S.P.A.'],['SUD'],50818,1
UP_DI8888_SUD_Y,902,['GSE SPA'],['SUD'],2730481,60054
UP_DI0062_CNOR_G,903,['AXPO ITALIA SPA'],['CNOR'],3461,2
UP_DI1174_SARD_C,904,['ELECTRADE SPA'],['SARD'],32805,1
UP_DI8888_SUD_X,905,['GSE SPA'],['SUD'],33063,4.78
UP_DI8888_SARD_Y,906,['GSE SPA'],['SARD'],464.93,18325
UPV_HELD105630R,907,['NVALUE SA'],['GREC'],175,5
UP_VPRIODADDA_1,908,['ITALGEN S.P.A.'],['NORD'],13177,1
UP_DI8888_NORD_Y,909,['GSE SPA'],['NORD'],6232111,866457
UP_DI8888_NORD_V,910,"['DUFERCO ENERGIA S.p.A.', 'GSE SPA']",['NORD'],31046,6.8
UP_MATOS_1,911,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],96994,147
UP_DI8888_CSUD_Z,912,['GSE SPA'],['CSUD'],34755,1
UP_CAFFARO_2_1,913,['EDISON SPA'],['NORD'],132,0.7
UP_DI0367_SICI_C,914,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['SICI'],10571,0.22
UP_SNGRGLMLRA_1,915,['EDISON SPA'],['CSUD'],149436,18
UP_DI1616_CSUD_A,916,['ENI SPA'],['CSUD'],14404,23
UP_GRECI2_1,917,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SUD'],23529,1
UP_DI8888_CNOR_Y,918,['GSE SPA'],['CNOR'],2082576,79.66
UP_DI8888_CNOR_X,919,['GSE SPA'],['CNOR'],95277,17.52
UPV_SWGDOEEZPDGO,920,['EZPADA S.R.O.'],['SVIZ'],633,1
UP_DI2055_SUD_C,921,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SUD'],691065,84
UP_DI2637_NORD_C,922,['Bilateralista'],['NORD'],3888,1
UP_FNMPLMENTO_1,923,['EDISON SPA'],['CSUD'],37713,1
UP_CASALBORE_1,924,['DANSKE COMMODITIES A.S'],['CSUD'],121.45,21
UP_DI2634_SUD_C,925,['EDISON SPA'],['SUD'],428601,1
UP_WRTSLTLSPA_1,926,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],44,1
UP_BDDSLDSRDI_1,927,['DANSKE COMMODITIES A.S'],['SARD'],767.03,1.09
UP_DI2634_SARD_C,928,['EDISON SPA'],['SARD'],37446,1
UP_DI0196_NORD_C,929,"['C.V.A. TRADING S.R.L. A S.U.', 'Bilateralista']",['NORD'],160946,2924
UP_MONFALCO_1,930,"['A2A SPA', 'Bilateralista']",['NORD'],567.5,0.1
UP_ISABENERGY_2,931,['ISAB S.R.L.'],['SICI'],1243732,0
UP_VAGLIO_3,932,['GSE SPA'],['SUD'],25796,123
UP_DI1170_SUD_A,933,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['SUD'],2593,21
UP_DI2554_SICI_Z,934,['BANCO ENERGIA SPA'],['SICI'],28104,5
UP_DI2634_NORD_B,935,['EDISON SPA'],['NORD'],35668,3
UP_DI0073_SUD_C,936,['SORGENIA S.P.A.'],['SUD'],21558,2
UP_DI2634_CNOR_C,937,['EDISON SPA'],['CNOR'],44963,5
UP_DI2634_CNOR_A,938,['EDISON SPA'],['CNOR'],7.9,3
UPV_RTEPOESMRNAO,939,['Bilateralista'],['FRAN'],54,10
UP_DI1079_CSUD_B,940,['FENICE S.P.A.'],['CSUD'],9505,63
UP_DI2433_SICI_C,941,['ENERCITY s.r.l.'],['SICI'],88494,1
UP_DI2629_SUD_C,942,['Bilateralista'],['SUD'],437,1
UP_GUARCINO_1,943,['AXPO ITALIA SPA'],['CSUD'],1939.1,0.9
UP_DI2055_NORD_B,944,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],313062,6
UP_DI2619_NORD_C,945,['NEXT KRAFTWERKE GMBH'],['NORD'],4.8,0.1
UP_CNTRLBMSSS_1,946,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],29709,196
UP_S.F._DEL_5,947,['A2A ENERGIEFUTURE S.P.A.'],['SICI'],1888.88,0.1
UP_SELVA_1_1,948,['ENEL PRODUZIONE S.P.A.'],['CNOR'],20.8,5.1
UP_CANDELA_2,949,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],78008,1
UP_IGES_4,950,"['Bilateralista', 'ITAL GREEN ENERGY SRL']",['SUD'],114.4,19
UP_DI2603_SICI_C,951,"['A2A SPA', 'Bilateralista']",['SICI'],15417,6
UPV_SWGD104946O,952,['SHELL ENERGY EUROPE LIMITED'],['SVIZ'],100,100
UP_DI2603_NORD_G,953,['A2A SPA'],['NORD'],1432,716
UP_DI2189_NORD_B,954,['INTERCONSULT SRL'],['NORD'],0.18,0.18
UP_PNTLBANITO_2,955,"['ENOI S.P.A.', 'Bilateralista', 'C.V.A. TRADING S.R.L. A S.U.']",['FOGN'],128639,0.01
UPV_HELMOEAETRTR,956,"['Bilateralista', 'ALPIQ AG']",['GREC'],60,18
UP_DI2603_NORD_B,957,"['A2A SPA', 'Bilateralista']",['NORD'],30795,668
UP_NUOVA_GAB_1,958,['ENEL PRODUZIONE S.P.A.'],['CNOR'],34.4,15.6
UP_DI2603_NORD_A,959,"['A2A SPA', 'Bilateralista']",['NORD'],24483,512
UP_DI2588_CSUD_C,960,['ECO TRADE SRL'],['CSUD'],10659,6106
UP_MNRVNMURGE_1,961,"['EDISON SPA', 'ENEL PRODUZIONE S.P.A.']",['SUD'],36583,1
UP_DI2545_NORD_C,962,['SOENERGY SRL'],['NORD'],1484,1
UP_GRIGNO_1,963,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],19,0.5
UP_LACEDONIA_1,964,"['4ENERGIA SRL', 'GNERA ENERGIA Y TECNOLOGIA']",['CSUD'],57.1,2
UP_ARDENNO_1,965,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],109544,7873
UP_COMUNANZA_1,966,['Bilateralista'],['CNOR'],7701,446
UP_DI2578_SUD_C,967,['SEV ENERGIES SPA'],['SUD'],2899,1
UP_LOREO_1,968,['EDISON SPA'],['NORD'],25114,1
UP_DI2578_CSUD_C,969,['SEV ENERGIES SPA'],['CSUD'],11024,1
UP_DI1999_CSUD_G,970,['DUFERCO ENERGIA S.p.A.'],['CSUD'],2.5,0.15
UPV_SWGMOEBEAKWO,971,['BKW ENERGIE AG'],['SVIZ'],483,2
UP_STRONGOLI_1,972,"['API N??VA ENERGIA A R.L.', 'EP PRODUZIONE SPA']",['SUD'],414,20
UP_MACCHIAVF_1,973,['ERG POWER GENERATION S.P.A.'],['SUD'],28341,2
UP_VGLMPLMNTO_1,974,['EDISON SPA'],['SUD'],29205,227
UP_IVPC_ALBE_1,975,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],211305,1
UP_DI2578_CNOR_C,976,['SEV ENERGIES SPA'],['CNOR'],944,1
UP_DI2576_NORD_C,977,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],10,2.4
UP_LEMIE_1,978,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],42907,11055
UP_DI2575_SARD_C,979,['ECO TRADE SRL'],['SARD'],3062,1018
UP_PONTE_MAR_1,980,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],33933,16565
UP_DI2575_NORD_C,981,['ECO TRADE SRL'],['NORD'],251733,64949
UP_NIC_1,982,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],12288,18
UP_DI2566_SUD_C,983,['Bilateralista'],['SUD'],1591,4
UP_DI0361_NORD_B,984,"['EGEA COMMERCIALE S.R.L.', 'Bilateralista']",['NORD'],9538,409
UPV_SWGMOEDFRCNO,985,['DUFERCO ENERGIA S.p.A.'],['SVIZ'],250,17
UP_DI8888_SARD_Z,986,['GSE SPA'],['SARD'],9594,1
UP_PRTMPDCLCL_3,987,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SICI'],279,0
UP_ACEA_CAST_1,988,['ACEA ENERGIA SPA'],['CSUD'],11.7,0.9
UP_DI2554_NORD_G,989,['BANCO ENERGIA SPA'],['NORD'],156.36,3
UP_PRIOLO_C_2,990,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['PRGP'],1605,0
UP_DI2554_NORD_C,991,['BANCO ENERGIA SPA'],['NORD'],98809,1
UP_LUDRIGNO_S_1,992,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],26222,0.52
UP_DI2554_NORD_B,993,['BANCO ENERGIA SPA'],['NORD'],93737,12
UP_PFLOR_1,994,"['GSE SPA', 'ITAL GREEN ENERGY SRL']",['SUD'],69.75,1.2
UP_CWFITALIA_1,995,['OTTANA ENERGIA SPA'],['SARD'],52,13
UP_DI2554_CSUD_C,996,['BANCO ENERGIA SPA'],['CSUD'],7776,1
UP_CIMENA_1,997,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],39654,1002
UP_DI2561_NORD_C,998,['GREEN NETWORK SPA'],['NORD'],4604,1
UP_SANSOSTENE_1,999,"['BKW ENERGIE AG', 'Bilateralista']",['SUD'],79669,1
UPV_SWGDOEAEMAEO,1000,['A2A SPA'],['SVIZ'],10,5
UP_DI2529_NORD_C,1001,['Bilateralista'],['NORD'],119,1
UP_DI0182_SUD_A,1002,['ENEL PRODUZIONE S.P.A.'],['SUD'],24668,101
UP_DI1928_SARD_C,1003,"['ECOWAY SPA', 'ZENERGIA SRL']",['SARD'],1.8,1
UP_LLSVTTRDLL_1,1004,['ACEA ENERGIA SPA'],['CSUD'],21.6,2
UP_DI2245_NORD_C,1005,['C.V.A. TRADING S.R.L. A S.U.'],['NORD'],3525,0.34
UP_DOSSI_1,1006,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],84202,5793
UP_DI2525_NORD_C,1007,"['ECOWAY SRL', 'ECOWAY SPA']",['NORD'],110253,1
UP_MONTALTO24_1,1008,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],86509,1
UP_DI2525_CSUD_C,1009,"['ECOWAY SRL', 'ECOWAY SPA']",['CSUD'],97.59,1
UP_CHIEVO_1,1010,"['Bilateralista', 'DOLOMITI ENERGIA TRADING SPA']",['NORD'],54,6
UP_DI0370_CSUD_C,1011,['BURGO ENERGIA S.R.L.'],['CSUD'],2412,2
UP_DI2517_NORD_C,1012,['EVISO S.R.L.'],['NORD'],106.41,0.01
UP_CORNIA_2_1,1013,['ENEL PRODUZIONE S.P.A.'],['CNOR'],42.3,7.2
UP_DI2513_SUD_G,1014,"['Bilateralista', '4ENERGIA SRL']",['SUD'],20941,1
UP_AEMTECNO_1,1015,['Bilateralista'],['NORD'],12276,4092
UPV_SWGMOEHSEDLO,1016,['Bilateralista'],['SVIZ'],156,1
UP_MATESE_1S_1,1017,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],59113,0
UP_DI2513_NORD_A,1018,"['Bilateralista', '4ENERGIA SRL']",['NORD'],13131,1
UP_DI2513_CSUD_G,1019,"['Bilateralista', '4ENERGIA SRL']",['CSUD'],62864,1
UP_GUADALAMI_1,1020,['ENEL PRODUZIONE S.P.A.'],['SICI'],209199,0
UP_M.DI_TURE_1,1021,['ALPERIA ENERGY SRL'],['NORD'],59358,1.2
UP_DENITTIS2_1,1022,"['GREEN NETWORK SPA', 'ENEL PRODUZIONE S.P.A.']",['SUD'],18117,1
UP_CZZVLLFND1_1,1023,['ENEL PRODUZIONE S.P.A.'],['SICI'],15622,35
UP_DI2513_CSUD_C,1024,"['Bilateralista', '4ENERGIA SRL']",['CSUD'],35752,3
UP_PIANACCE_1,1025,['ENEL PRODUZIONE S.P.A.'],['CNOR'],19.4,5.4
UP_NUOVA_CAS_1,1026,['ENEL PRODUZIONE S.P.A.'],['CNOR'],29.4,12.2
UP_MNTFALCONE_1,1027,['EDISON SPA'],['CSUD'],50156,4
UP_RSSNI12952_1,1028,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],16229,8
UP_DI2513_CSUD_B,1029,"['Bilateralista', '4ENERGIA SRL']",['CSUD'],42781,1
UP_ACERRA_1,1030,['FRI-EL TRADING SRL'],['CSUD'],288,3
UP_FIUMESANT_3,1031,['EP PRODUZIONE SPA'],['SARD'],2763,1
UPV_HELDOEDFRCNR,1032,['DUFERCO ENERGIA S.p.A.'],['GREC'],125,1
UP_DI2433_SARD_C,1033,['ENERCITY s.r.l.'],['SARD'],903,1
UP_SPARANISE_1,1034,['AXPO ITALIA SPA'],['CSUD'],3860,220
UP_DUINO_1,1035,['BURGO ENERGIA S.R.L.'],['NORD'],73,1
UP_LAGONI_RO_1,1036,['ENEL PRODUZIONE S.P.A.'],['CNOR'],22.2,6.7
UP_DI2433_NORD_C,1037,['ENERCITY s.r.l.'],['NORD'],28876,3
UP_DI2433_CSUD_C,1038,['ENERCITY s.r.l.'],['CSUD'],50667,1
UP_MNTFRRANTEN_5,1039,['EDISON SPA'],['CSUD'],78344,8
UP_DI2428_SARD_C,1040,['ERG POWER GENERATION S.P.A.'],['SARD'],25328,2
UP_PLMREUROPA_1,1041,['ENEL PRODUZIONE S.P.A.'],['SARD'],41,13
UP_ISOLA_SER_1,1042,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],227.86,0.32
UP_DI2401_CNOR_C,1043,['ACEA ENERGIA SPA'],['CNOR'],2.5,0.5
UP_DI2566_SUD_A,1044,['Bilateralista'],['SUD'],0.95,12
UP_ALTOMONTE_1,1045,"['Bilateralista', 'EDISON SPA']",['ROSN'],6272063,1
UP_DI2326_NORD_G,1046,['METAENERGIA SPA'],['NORD'],21.02,1
UP_DI2326_NORD_B,1047,['METAENERGIA SPA'],['NORD'],5176,1
UP_ZEVIO_1,1048,['ENEL PRODUZIONE S.P.A.'],['NORD'],38712,6828
UPV_APGYOEHSEDLE,1049,['Bilateralista'],['AUST'],20,7
UP_DI2326_CNOR_G,1050,['METAENERGIA SPA'],['CNOR'],325,1
UP_PRCLCMINEO_1,1051,"['DUFENERGY TRADING SA', 'EDISON SPA']",['SICI'],191665,2
UP_CMPLCCIOLI_2,1052,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],16042,2.05
UP_DI0062_SICI_C,1053,['AXPO ITALIA SPA'],['SICI'],190064,1
UP_DI2634_SICI_C,1054,['EDISON SPA'],['SICI'],71151,1
UP_DI2252_SUD_C,1055,"['Bilateralista', 'EDLO ENERGY SRL', 'EDLO ENERGY SPA']",['SUD'],1816,1
UP_DI2513_CSUD_A,1056,"['Bilateralista', '4ENERGIA SRL']",['CSUD'],8416,1
UP_PRLGRGALLO_1,1057,"['EDISON SPA', 'ENGIE ITALIA SPA']",['PRGP'],33727,1
UP_FRANCIOSA2_1,1058,"['BKW ENERGIE AG', 'Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SUD'],13.3,2
UP_DI0012_NORD_G,1059,"['ALPERIA ENERGY SRL', 'Bilateralista']",['NORD'],6292,1
UP_DI2239_SICI_C,1060,['FALCK RENEWABLES ENERGY SRL'],['SICI'],50715,0.01
UP_DI0182_SICI_A,1061,['ENEL PRODUZIONE S.P.A.'],['SICI'],3198,0.34
UP_DI2189_CNOR_C,1062,"['INTERCONSULT SRL', 'INTERCONSULT SPA']",['CNOR'],7828,1
UP_SANMARCO_1,1063,['GSE SPA'],['CSUD'],27.71,1
UP_MNTCLVELLO_1,1064,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],83109,2
UP_DI1999_SUD_C,1065,['DUFERCO ENERGIA S.p.A.'],['SUD'],5798,1
UP_DI2182_SUD_C,1066,['ENOI S.P.A.'],['SUD'],145563,1
UP_TULA2_1,1067,['ENEL PRODUZIONE S.P.A.'],['SARD'],100.48,25
UP_BRGSBOTINO_1,1068,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['CSUD'],48216,2
UP_DI2182_SICI_C,1069,['ENOI S.P.A.'],['SICI'],40015,1
UP_FOIANO2_1,1070,['ERG POWER GENERATION S.P.A.'],['CSUD'],239145,37
UP_CEPRANO_1,1071,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],11991,2.99
UP_DI2182_NORD_G,1072,['ENOI S.P.A.'],['NORD'],134238,1
UPV_RTEI122022O,1073,['POWERMART APS'],['FRAN'],194,1
UP_CPDPNTTRNT_2,1074,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CNOR'],12391,0.65
UP_PONTE_1,1075,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],216906,0
UP_PONTE_GAR_1,1076,['ALPERIA ENERGY SRL'],['NORD'],14.2,1
UP_DI2182_NORD_A,1077,['ENOI S.P.A.'],['NORD'],217262,3642
UP_DI2182_CSUD_C,1078,['ENOI S.P.A.'],['CSUD'],82486,1
UP_LGOARANCIO_1,1079,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],316939,0.01
UP_TORBOLE_1,1080,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],295,15
UP_DI2182_CSUD_A,1081,['ENOI S.P.A.'],['CSUD'],47851,2
UP_DI0182_CSUD_B,1082,['ENEL PRODUZIONE S.P.A.'],['CSUD'],0.08,0.05
UPV_SWGY105401O,1083,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA', 'Bilateralista']",['SVIZ'],15,1
UP_DI8888_NORD_X,1084,['GSE SPA'],['NORD'],580893,127189
UP_PGGMPRIALE_1,1085,['ERG POWER GENERATION S.P.A.'],['SUD'],80191,4
UP_DI2182_CNOR_C,1086,"['BANCO ENERGIA SPA', 'ENOI S.P.A.']",['CNOR'],188712,116
UP_DI2044_NORD_B,1087,['ENGIE ITALIA SPA'],['NORD'],97186,205
UP_DI2163_NORD_C,1088,['ENERGY.TRADE SRL'],['NORD'],96,64
UP_DI0029_NORD_G,1089,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['NORD'],91026,1
UP_DI2163_CSUD_C,1090,['ENERGY.TRADE SRL'],['CSUD'],26,2
UP_GUARDIA_2,1091,['TRAILSTONE GMBH'],['SUD'],298.87,0.01
UP_CLHRMDNCVZ_1,1092,['DUFERCO ENERGIA S.p.A.'],['NORD'],49806,1592
UP_DI2163_CNOR_C,1093,['ENERGY.TRADE SRL'],['CNOR'],24,2
UP_PTRLSTTANA_1,1094,"['Bilateralista', 'FALCK RENEWABLES ENERGY SRL']",['SICI'],61.33,15
UP_DI2336_SUD_C,1095,['GNERA ENERGIA Y TECNOLOGIA'],['SUD'],375001,1
UP_DI2126_NORD_C,1096,['FREE ENERGIA SPA'],['NORD'],20097,0.01
UP_DI2433_SUD_C,1097,['ENERCITY s.r.l.'],['SUD'],40545,1
UP_REA_DALMI_1,1098,['DUFERCO ENERGIA S.p.A.'],['NORD'],58902,1.12
UP_DI2126_CNOR_C,1099,['FREE ENERGIA SPA'],['CNOR'],72,0.01
UP_DI2061_SUD_C,1100,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],726454,39
UP_MONTALTO_2,1101,['ENEL PRODUZIONE S.P.A.'],['CSUD'],630,210
UP_ISABENERGY_3,1102,"['Bilateralista', 'ISAB S.R.L.']",['SICI'],708,6
UP_MATISSE_1,1103,['DANSKE COMMODITIES A.S'],['SUD'],375.35,31
UP_CANCELLARA_1,1104,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SUD'],104656,1
UP_DI0367_NORD_C,1105,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['NORD'],54596,2
UP_DI2061_NORD_G,1106,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],49326,112
